"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MP","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.727","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.936","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.905","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.003","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.883","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.195","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.937","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.101","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.072","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.924","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.909","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.894","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.978","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.937","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.423","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.198","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.796","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.965","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.875","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.894","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.138","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.967","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.164","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.005","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.061","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.004","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.975","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.087","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.061","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.651","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.857","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.944","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.095","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.112","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.083","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.224","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.144","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.822","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.925","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.859","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.893","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.818","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.034","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.933","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.021","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.900","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.954","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.911","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.041","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.781","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.911","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.972","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.986","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.777","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.070","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.938","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.134","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.965","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.317","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.973","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.200","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.136","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.946","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.938","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.948","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.043","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.965","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.575","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.313","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.839","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.079","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.912","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.916","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.234","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.007","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.542","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.190","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.110","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.054","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.044","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.352","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AK","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.747","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AL","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.582","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AR","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.738","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AS","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"AZ","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.865","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.053","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CO","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.998","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"CT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.962","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DC","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.021","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"DE","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.924","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"FL","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.783","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.858","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"GU","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"HI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.668","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.776","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ID","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.630","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IL","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.974","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"IN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.856","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KS","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.884","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"KY","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.815","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"LA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.854","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.840","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.955","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.611","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.849","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.873","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.906","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","Not Available","12 - This measure does not apply to this hospital for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.679","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.816","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.874","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.884","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.807","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.081","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.901","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.009","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.010","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.902","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.882","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.842","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.916","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.911","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PR","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.304","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"RI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.090","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SC","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.755","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"SD","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.860","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.840","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"TX","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.874","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"UT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.047","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.928","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.028","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"VT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.843","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.013","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.955","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WV","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.909","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"WY","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.864","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
