"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date"
"CA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","298","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CO","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","47","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","30","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DC","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","7","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DE","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"FL","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","2","167","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","102","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"GU","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"HI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","12","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","34","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ID","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","13","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IL","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","126","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"IN","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","90","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KS","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","52","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"KY","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","64","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"LA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","92","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","58","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MD","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","46","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ME","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","18","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","95","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MN","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","49","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MO","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","75","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MP","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MS","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","60","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"MT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NC","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","85","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"ND","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","6","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NE","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","24","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NH","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","13","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NJ","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","64","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NM","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","30","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NV","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","21","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"NY","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","151","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OH","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","129","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OK","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","87","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"OR","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","34","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","151","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"PR","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"RI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","11","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SC","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","57","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"SD","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","21","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TN","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","92","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"TX","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","2","306","0","14","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"UT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","32","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","74","0","2","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"VT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","47","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","64","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WV","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","28","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"WY","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","10","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AK","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","7","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AL","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","1","60","0","7","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AR","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","38","0","6","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AS","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","Not Available","Not Available","Not Available","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"AZ","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","1","57","0","3","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CA","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","3","280","2","4","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CO","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","1","44","0","1","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"CT","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","3","25","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DC","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","3","4","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
"DE","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","6","0","0","20 - State and national averages do not include VHA hospital data.","07/01/2014","09/30/2015"
