"Provider ID","Hospital Name","Address","City","State","Zip","County Name","Phone Number","Measure ID","HCAHPS Question","HCAHPS Answer Description","HCAHPS Answer Percent","Number of Completed Surveys","Survey Response Rate Percent","Footnote","Measure Start Date","Measure End Date"
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",90,75,52,6-Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution as the number of surveys may be too low to reliably assess hospital performance. 21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,61,75,52,6-Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution as the number of surveys may be too low to reliably assess hospital performance. 21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",78,75,52,6-Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution as the number of surveys may be too low to reliably assess hospital performance. 21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",72,75,52,6-Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution as the number of surveys may be too low to reliably assess hospital performance. 21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,8149438164,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",80,75,52,6-Fewer than 100 patients completed the HCAHPS survey. Use these scores with caution as the number of surveys may be too low to reliably assess hospital performance. 21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",85,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",86,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",88,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",74,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",66,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",80,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",94,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,62,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",80,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",68,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,8148602576,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",83,142,54,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",78,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",85,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",81,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",73,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",72,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",71,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_COMP_6_Y_P,Patients who reported that YES they were given information about what to do during their recovery at home,"Yes staff ""did"" give patients this information",90,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_COMP_7_SA,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Patients who “Strongly Agree” they understood their care when they left the hospital,66,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",77,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",57,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,7172285901,H_RECMND_DY,Patients who reported YES they would definitely recommend the hospital,"""YES"" patients would definitely recommend the hospital",81,336,50,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",64,341,35,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",70,341,35,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,341,35,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",57,341,35,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,2158235857,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",55,341,35,21-Patient survey results for VHA hospitals do not represent official HCAHPS results and are not included in state and national averages.,01/01/2016,12/31/2016
