Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,SUB-1,Alcohol Use Screening,92,614,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,TOB-1,Tobacco Use Screening,99,617,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,TOB-2,Tobacco Use Treatment Provided or Offered,83,226,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,TOB-2a,Tobacco Use Treatment (during the hospital stay),46,226,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,HBIPS-2_Overall,Hours of physical-restraint use,0,5001,,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,HBIPS-3_Overall,Hours of seclusion,0,5001,,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,HBIPS-6_Overall,Post-discharge continuing care plan created,51,247,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,51,247,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,SUB-1,Alcohol Use Screening,93,567,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,TOB-1,Tobacco Use Screening,98,572,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,TOB-2,Tobacco Use Treatment Provided or Offered,88,180,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,TOB-2a,Tobacco Use Treatment (during the hospital stay),9,180,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,HBIPS-2_Overall,Hours of physical-restraint use,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,HBIPS-3_Overall,Hours of seclusion,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,SUB-1,Alcohol Use Screening,40,413,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,TOB-1,Tobacco Use Screening,81,416,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,TOB-2,Tobacco Use Treatment Provided or Offered,21,107,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,TOB-2a,Tobacco Use Treatment (during the hospital stay),11,107,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,HBIPS-2_Overall,Hours of physical-restraint use,0.38,4999,,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,HBIPS-3_Overall,Hours of seclusion,0.63,4999,,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,3,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,HBIPS-6_Overall,Post-discharge continuing care plan created,80,271,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,80,271,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,SUB-1,Alcohol Use Screening,80,361,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,TOB-1,Tobacco Use Screening,98,366,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,TOB-2,Tobacco Use Treatment Provided or Offered,47,90,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,TOB-2a,Tobacco Use Treatment (during the hospital stay),37,90,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,HBIPS-2_Overall,Hours of physical-restraint use,0.03,5258,,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,HBIPS-3_Overall,Hours of seclusion,0,5258,,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,6,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,HBIPS-6_Overall,Post-discharge continuing care plan created,37,262,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,37,262,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,SUB-1,Alcohol Use Screening,94,423,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,TOB-1,Tobacco Use Screening,97,435,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,TOB-2,Tobacco Use Treatment Provided or Offered,54,123,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,8036957980,TOB-2a,Tobacco Use Treatment (during the hospital stay),30,123,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,HBIPS-2_Overall,Hours of physical-restraint use,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,HBIPS-3_Overall,Hours of seclusion,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,HBIPS-6_Overall,Post-discharge continuing care plan created,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,SUB-1,Alcohol Use Screening,Not Available,291,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,TOB-1,Tobacco Use Screening,98,291,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,TOB-2,Tobacco Use Treatment Provided or Offered,30,79,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,LAURENS,4782772701,TOB-2a,Tobacco Use Treatment (during the hospital stay),16,79,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,HBIPS-2_Overall,Hours of physical-restraint use,0.11,7190,,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,HBIPS-3_Overall,Hours of seclusion,0,7190,,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,1,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,HBIPS-6_Overall,Post-discharge continuing care plan created,82,275,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,82,275,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,SUB-1,Alcohol Use Screening,65,390,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,TOB-1,Tobacco Use Screening,96,393,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,TOB-2,Tobacco Use Treatment Provided or Offered,45,199,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,3342604100,TOB-2a,Tobacco Use Treatment (during the hospital stay),36,199,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,HBIPS-2_Overall,Hours of physical-restraint use,0.07,12179,,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,HBIPS-3_Overall,Hours of seclusion,0.12,12179,,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,0,7 - No cases met the criteria for this measure.,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,HBIPS-6_Overall,Post-discharge continuing care plan created,98,310,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,98,310,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,SUB-1,Alcohol Use Screening,97,518,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,TOB-1,Tobacco Use Screening,100,518,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,TOB-2,Tobacco Use Treatment Provided or Offered,78,352,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
01021F,TUSCALOOSA VA MEDICAL CENTER,"3701 LOOP ROAD, EAST",TUSCALOOSA,AL,35404,TUSCALOOSA,2055542000,TOB-2a,Tobacco Use Treatment (during the hospital stay),66,352,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,HBIPS-2_Overall,Hours of physical-restraint use,0.63,8543,,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,HBIPS-3_Overall,Hours of seclusion,3.44,8543,,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,14,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,HBIPS-6_Overall,Post-discharge continuing care plan created,44,389,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,44,389,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,SUB-1,Alcohol Use Screening,95,552,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,TOB-1,Tobacco Use Screening,100,559,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,TOB-2,Tobacco Use Treatment Provided or Offered,30,198,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,7273986661,TOB-2a,Tobacco Use Treatment (during the hospital stay),21,198,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,HBIPS-2_Overall,Hours of physical-restraint use,0.38,7690,,1/1/2015,12/31/2015
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,HBIPS-3_Overall,Hours of seclusion,0,7690,,1/1/2015,12/31/2015
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,HBIPS-5_Overall,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,10,1 - The number of cases/patients is too few to report. 2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,HBIPS-6_Overall,Post-discharge continuing care plan created,98,300,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,HBIPS-7_Overall,Post-discharge continuing care plan transmitted to the next level of care provider upon discharge,97,300,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,SUB-1,Alcohol Use Screening,93,530,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,TOB-1,Tobacco Use Screening,100,537,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,3053244455,TOB-2,Tobacco Use Treatment Provided or Offered,39,149,2 - Data submitted were based on a sample of cases/patients.,1/1/2015,12/31/2015
