Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Measure Start Date,Measure End Date
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM,5409822463,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,286,325,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,204,323,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,86,335,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER,1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,7046389000,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,502,639,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,306,634,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,95,599,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DEKALB,4043216111,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,318,438,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,106,438,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,49,469,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Stroke care,STK-4,Thrombolytic Therapy,Not Available,2,1 - The number of cases/patients is too few to report. ,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,RICHMOND,7068232201,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,320,484,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,107,484,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,68,494,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Emergency Department (ED) Measures,OP-20,Door to diagnostic eval,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Emergency Department (ED) Measures,OP-21,Median time to pain med,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Emergency Department (ED) Measures,OP-23,Head CT results,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Acute Myocardial Infarction (AMI),OP-1,Median Time to Fibrinolysis,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Acute Myocardial Infarction (AMI),OP-2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Acute Myocardial Infarction (AMI),OP-3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Acute Myocardial Infarction (AMI),OP-4,Aspirin at Arrival,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Acute Myocardial Infarction (AMI),OP-5,Median Time to ECG,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Stroke care,STK-4,Thrombolytic Therapy,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Blood clot prevention and treatment,VTE-5,Warfarin therapy discharge instructions,100,16,,1/1/2016,12/31/2016
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,2059334515,Blood clot prevention and treatment,VTE-6,Hospital acquired potentially preventable venous thromboembolism,0,15,,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Emergency Department (ED) Measures,ED-1b,Median time from ED arrival to ED departure for admitted ED patients,281,450,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Emergency Department (ED) Measures,ED-2b,Admit Decision Time to ED Departure Time for Admitted Patients,198,440,2 - Data submitted were based on a sample of cases/patients.,1/1/2016,12/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Preventative Care Measures,IMM-2,Patients assessed and given influenza vaccination,93,409,2 - Data submitted were based on a sample of cases/patients.,10/1/2015,3/31/2016
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,8435775011,Emergency Department (ED) Measures,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/1/2016,12/31/2016
