"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","187","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MD","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","230","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ME","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","258","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MI","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","162","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MN","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","171","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MO","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","166","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MP","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","5 - Results are not available for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MS","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","153","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"MT","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NC","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","174","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"ND","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","142","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NE","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","112","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period., 20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NJ","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","159","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NM","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","298","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NV","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","176","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"NY","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","198","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OH","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","149","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OK","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","148","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"OR","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","194","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
"PA","Emergency Department","Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high)","OP_18b_VERY_HIGH_MIN","165","20 - State and national averages do not include VHA hospital data.","01/01/2016","12/31/2016"
